REM2	NM_173527	['ENST00000536884', 'ENST00000267396']
CUL7	NM_014780	['ENST00000535468', 'ENST00000265348']
CUL1	NM_003592	['ENST00000325222']
CUL2	NM_001198778	['ENST00000374749']
CUL3	NM_003590	['ENST00000264414']
TRIM28	NM_005762	['ENST00000597136', 'ENST00000253024']
PNKP	NM_007254	['ENST00000322344', 'ENST00000593946', 'ENST00000594661']
CREB5	NM_182898	['ENST00000357727']
CDH23	NM_022124	['ENST00000398792', 'ENST00000224721']
CDH23	NM_001171933	['ENST00000398788']
CREB3	NM_006368	['ENST00000353704']
CREB1	NM_134442	['ENST00000539789', 'ENST00000432329']
TRIM23	NM_001656	['ENST00000231524']
PER3	NM_016831	['ENST00000377541', 'ENST00000377532']
PER2	NM_022817	['ENST00000440245', 'ENST00000254658', 'ENST00000254657']
PER1	NM_002616	['ENST00000354903', 'ENST00000579065', 'ENST00000317276']
PNKD	NM_015488	['ENST00000273077']
GNPAT	NM_014236	['ENST00000366647']
KAT8	NM_182958	['ENST00000537402', 'ENST00000448516']
FCER2	NM_002002	['ENST00000346664']
KAT5	NM_006388	['ENST00000377046']
ARCN1	NM_001655	['ENST00000359415']
F2R	NM_001992	['ENST00000319211']
IHH	NM_002181	['ENST00000295731']
EDARADD	NM_145861	['ENST00000359362']
GBA	NM_001005741	['ENST00000327247']
GNAO1	NM_020988	['ENST00000262493']
SP140	NM_007237	['ENST00000350136', 'ENST00000392045', 'ENST00000486687']
NTSR2	NM_012344	['ENST00000306928']
GAPDH	NM_002046	['ENST00000229239']
DNAJC21	NM_001012339	['ENST00000303525', 'ENST00000382021', 'ENST00000512136']
ARHGAP8	NM_001017526	['ENST00000389774']
ARHGAP9	NM_032496	['ENST00000393791', 'ENST00000393797']
ARHGAP4	NM_001164741	['ENST00000370028']
ARHGAP5	NM_001030055	['ENST00000345122']
ARHGAP6	NM_013427	['ENST00000337414']
HMOX1	NM_002133	['ENST00000216117']
PRLR	NM_000949	['ENST00000382002']
GSAP	NM_017439	['ENST00000257626', 'ENST00000334003', 'ENST00000491796']
TMEM79	NM_032323	['ENST00000405535', 'ENST00000295694']
ZYX	NM_001010972	['ENST00000322764']
ZNF229	NM_014518	['ENST00000591604', 'ENST00000291187']
TMEM70	NM_017866	['ENST00000312184']
ZFP30	NM_014898	['ENST00000351218', 'ENST00000514101']
PLVAP	NM_031310	['ENST00000252590']
CEP128	NM_152446	['ENST00000555529', 'ENST00000281129', 'ENST00000554502', 'ENST00000554827', 'ENST00000554298']
HSPA4L	NM_014278	['ENST00000296464']
MRPL3	NM_007208	['ENST00000264995']
RPUSD3	NM_173659	['ENST00000383820', 'ENST00000484134']
ZFAT	NM_020863	['ENST00000523243']
ZNF614	NM_025040	['ENST00000270649', 'ENST00000356322']
SLC3A2	NM_002394	['ENST00000377892']
SLC3A1	NM_000341	['ENST00000260649', 'ENST00000410056', 'ENST00000409229', 'ENST00000409740', 'ENST00000409387', 'ENST00000409380']
B4GAT1	NM_006876	['ENST00000311181']
HOXC12	NM_173860	['ENST00000243103']
ASPRV1	NM_152792	['ENST00000320256']
MS4A10	NM_206893	['ENST00000308287']
MOG	NM_206809	['ENST00000419309', 'ENST00000547293', 'ENST00000376917', 'ENST00000550349', 'ENST00000551392', 'ENST00000549967', 'ENST00000425145', 'ENST00000376894', 'ENST00000552956', 'ENST00000449096', 'ENST00000452744', 'ENST00000439884', 'ENST00000259891', 'ENST00000423895', 'ENST00000547390', 'ENST00000429153']
BAG3	NM_004281	['ENST00000369085']
BAG6	NM_004639	['ENST00000412012', 'ENST00000419847', 'ENST00000417144', 'ENST00000383448', 'ENST00000375964', 'ENST00000434446', 'ENST00000415345']
YBEY	NM_001006114	['ENST00000339195', 'ENST00000492864']
KMO	NM_003679	['ENST00000366558', 'ENST00000366559']
SH2D1A	NM_002351	['ENST00000371139']
MSRB3	NM_198080	['ENST00000308259']
MSRB3	NM_001031679	['ENST00000308259']
CTDP1	NM_004715	['ENST00000299543']
NTRK3	NM_001012338	['ENST00000394480']
CD79B	NM_000626	['ENST00000006750']
MEOX1	NM_004527	['ENST00000318579']
CD79A	NM_001783	['ENST00000221972']
SLC34A1	NM_003052	['ENST00000324417']
ATXN1L	NM_001137675	['ENST00000427980']
ZNF385A	NM_001130967	['ENST00000338010', 'ENST00000551109']
SLC39A5	NM_173596	['ENST00000454355', 'ENST00000481103']
PDHA2	NM_005390	['ENST00000295266']
PDHA1	NM_000284	['ENST00000545074']
COL4A3BP	NM_001130105	['ENST00000380494']
EVI5	NM_005665	['ENST00000543509', 'ENST00000370331']
ERCC6	NM_000124	['ENST00000355832']
FSCN2	NM_001077182	['ENST00000417245']
TCAP	NM_003673	['ENST00000309889']
MRPS16	NM_016065	['ENST00000372945', 'ENST00000416782']
RILPL2	NM_145058	['ENST00000280571']
IDO2	NM_194294	['ENST00000502986', 'ENST00000418094', 'ENST00000343295']
KRTAP10-5	NM_198694	['ENST00000400372']
TMPO	NM_003276	['ENST00000266732']
TMPO	NM_001032283	['ENST00000556029']
IDO1	NM_002164	['ENST00000518237']
VARS	NM_006295	['ENST00000457796', 'ENST00000435657', 'ENST00000375663', 'ENST00000425144', 'ENST00000211402', 'ENST00000422694', 'ENST00000424974']
ECM2	NM_001393	['ENST00000344604']
ECM1	NM_004425	['ENST00000470432', 'ENST00000369047']
HAPLN4	NM_023002	['ENST00000586064']
FMR1	NM_002024	['ENST00000218200']
SEL1L3	NM_015187	['ENST00000399878', 'ENST00000502949']
LYPD2	NM_205545	['ENST00000359228']
CATSPER4	NM_198137	['ENST00000518899', 'ENST00000456354', 'ENST00000338855']
CALCOCO2	NM_001261390	['ENST00000258947']
AMHR2	NM_020547	['ENST00000257863', 'ENST00000552233']
CATSPER1	NM_053054	['ENST00000312106']
CATSPER2	NM_172095	['ENST00000469461']
CATSPER3	NM_178019	['ENST00000282611']
MAPKAP1	NM_001006617	['ENST00000265960']
RGS6	NM_004296	['ENST00000553530']
RGS7	NM_002924	['ENST00000446183', 'ENST00000348120', 'ENST00000366565', 'ENST00000331110', 'ENST00000366563', 'ENST00000440928']
RGS2	NM_002923	['ENST00000235382']
PLAG1	NM_002655	['ENST00000316981']
RGS9	NM_003835	['ENST00000449996']
PEAK1	NM_024776	['ENST00000560626', 'ENST00000560854']
CATSPERG	NM_021185	['ENST00000312265', 'ENST00000410018', 'ENST00000409235']
FSD1L	NM_001145313	['ENST00000374710']
XIAP	NM_001167	['ENST00000371199']
KANK4	NM_181712	['ENST00000317477', 'ENST00000371150', 'ENST00000371153']
RDH10	NM_172037	['ENST00000240285']
RDH11	NM_016026	['ENST00000381346']
RDH12	NM_152443	['ENST00000551171', 'ENST00000547463']
KANK1	NM_015158	['ENST00000382286', 'ENST00000354485', 'ENST00000382289', 'ENST00000489369', 'ENST00000382297']
DOLK	NM_014908	['ENST00000372586']
LUM	NM_002345	['ENST00000266718']
CANX	NM_001746	['ENST00000452673', 'ENST00000247461']
NALCN	NM_052867	['ENST00000470333', 'ENST00000497170', 'ENST00000376196', 'ENST00000251127']
NUCB1	NM_006184	['ENST00000492367', 'ENST00000405315']
ZSCAN29	NM_152455	['ENST00000566849', 'ENST00000396972', 'ENST00000396976']
ZSCAN25	NM_145115	['ENST00000334715', 'ENST00000485586', 'ENST00000481424', 'ENST00000394152']
UBR4	NM_020765	['ENST00000375226', 'ENST00000375224', 'ENST00000375225', 'ENST00000375218', 'ENST00000375217', 'ENST00000419533', 'ENST00000375254', 'ENST00000375267']
BMP7	NM_001719	['ENST00000450594', 'ENST00000395863']
TDRD9	NM_153046	['ENST00000409874', 'ENST00000462273']
SUZ12	NM_015355	['ENST00000322652']
MRPS7	NM_015971	['ENST00000245539']
CD22	NM_001771	['ENST00000085219']
MRPS5	NM_031902	['ENST00000475895', 'ENST00000272418']
TDRD7	NM_014290	['ENST00000355295', 'ENST00000540902']
MRPS2	NM_016034	['ENST00000371785']
IFI30	NM_006332	['ENST00000407280']
MYLIP	NM_013262	['ENST00000349606']
ABHD6	NM_020676	['ENST00000478253', 'ENST00000295962']
ABHD5	NM_016006	['ENST00000458276']
WDR55	NM_017706	['ENST00000358337']
MBTPS2	NM_015884	['ENST00000379484', 'ENST00000365779']
MBTPS1	NM_003791	['ENST00000343411', 'ENST00000570064']
EIF4G2	NM_001418	['ENST00000532383', 'ENST00000526148', 'ENST00000339995']
EIF4G1	NM_198241	['ENST00000346169']
WDR59	NM_030581	['ENST00000262144', 'ENST00000536050']
NR1I3	NM_005122	['ENST00000367983']
NR1I2	NM_003889	['ENST00000493757', 'ENST00000393716']
FAT1	NM_005245	['ENST00000441802']
GRB7	NM_005310	['ENST00000309156']
FAT4	NM_024582	['ENST00000394329']
PSG2	NM_031246	['ENST00000406487']
UQCC3	NM_001085372	['ENST00000377953']
UQCC2	NM_032340	['ENST00000607484']
CD151	NM_004357	['ENST00000322008']
FAM200B	NM_001145191	['ENST00000422728']
UROC1	NM_144639	['ENST00000290868']
COL27A1	NM_032888	['ENST00000451716', 'ENST00000356083', 'ENST00000468565']
HMBS	NM_000190	['ENST00000545621', 'ENST00000278715']
POLR2A	NM_000937	['ENST00000322644', 'ENST00000572844']
POLR2M	NM_015532	['ENST00000494490', 'ENST00000299638']
AKR7A2	NM_003689	['ENST00000235835', 'ENST00000492217']
LSM3	NM_014463	['ENST00000306024']
DSG3	NM_001944	['ENST00000257189']
TLK1	NM_012290	['ENST00000442919', 'ENST00000409443']
TLK2	NM_006852	['ENST00000326270', 'ENST00000346027', 'ENST00000582809']
FAM47B	NM_152631	['ENST00000329357']
USP54	NM_152586	['ENST00000498143', 'ENST00000424265', 'ENST00000339859', 'ENST00000461520', 'ENST00000319786']
FAM47E	NM_001242936	['ENST00000510197', 'ENST00000515604']
PRODH	NM_016335	['ENST00000357068']
ASCC3	NM_006828	['ENST00000522650', 'ENST00000369162', 'ENST00000468245']
AGO4	NM_017629	['ENST00000373210']
ASCC1	NM_001198800	['ENST00000394919', 'ENST00000317168']
ASCC1	NM_001198799	['ENST00000342444']
AGO1	NM_012199	['ENST00000373204']
DSCAML1	NM_020693	['ENST00000321322']
SOST	NM_025237	['ENST00000301691']
FAM120B	NM_032448	['ENST00000476287', 'ENST00000252510']
FAM120A	NM_014612	['ENST00000340893', 'ENST00000446420', 'ENST00000375389', 'ENST00000333936']
MAPK13	NM_002754	['ENST00000211287']
HPGD	NM_000860	['ENST00000296522']
FZD1	NM_003505	['ENST00000287934']
FZD2	NM_001466	['ENST00000315323']
FZD3	NM_017412	['ENST00000240093']
FZD4	NM_012193	['ENST00000531380']
FZD5	NM_003468	['ENST00000295417']
FZD6	NM_003506	['ENST00000358755']
FZD7	NM_003507	['ENST00000286201']
CACNB3	NM_001206915	['ENST00000301050']
FZD9	NM_003508	['ENST00000344575']
CACNB1	NM_199247	['ENST00000344140']
MOCOS	NM_017947	['ENST00000261326']
CACNB4	NM_000726	['ENST00000539935']
C10orf71	NM_001135196	['ENST00000374144']
PCM1	NM_006197	['ENST00000518537', 'ENST00000325083']
DHCR24	NM_014762	['ENST00000371269']
ASH1L	NM_018489	['ENST00000392403', 'ENST00000368346']
ATP12A	NM_001185085	['ENST00000218548']
PLCD4	NM_032726	['ENST00000450993', 'ENST00000459791', 'ENST00000483685']
CTRB1	NM_001906	['ENST00000361017']
PLCD3	NM_133373	['ENST00000322765']
PLCD1	NM_001130964	['ENST00000463876']
ZNF518B	NM_053042	['ENST00000515072', 'ENST00000326756']
ZNF518A	NM_014803	['ENST00000534948', 'ENST00000567632']
TGFBRAP1	NM_004257	['ENST00000393359']
ANKZF1	NM_018089	['ENST00000465550', 'ENST00000323348', 'ENST00000477479']
ITFG2	NM_018463	['ENST00000543029', 'ENST00000542548', 'ENST00000228799']
SOS1	NM_005633	['ENST00000395038', 'ENST00000426016']
TACC2	NM_206862	['ENST00000369005']
PICK1	NM_012407	['ENST00000356976', 'ENST00000404072']
TMEM237	NM_001044385	['ENST00000409883', 'ENST00000286196']
TMEM231	NM_001077416	['ENST00000568377']
TMEM230	NM_001009923	['ENST00000342308']
TMEM232	NM_001039763	['ENST00000515518', 'ENST00000508571', 'ENST00000429839', 'ENST00000507188']
MKI67	NM_002417	['ENST00000368654']
GNMT	NM_018960	['ENST00000372808']
MCC	NM_001085377	['ENST00000302475', 'ENST00000514701']
LCA5	NM_181714	['ENST00000392959']
ANKHD1	NM_017747	['ENST00000360839', 'ENST00000421134']
GNAT1	NM_144499	['ENST00000232461']
GNAT2	NM_005272	['ENST00000351050']
AVPR2	NM_000054	['ENST00000358927']
BCL2L14	NM_138722	['ENST00000396367']
BCL2L11	NM_138621	['ENST00000393256']
ESCO2	NM_001017420	['ENST00000305188', 'ENST00000524293', 'ENST00000397418']
ESCO1	NM_052911	['ENST00000269214', 'ENST00000383276']
NUP43	NM_198887	['ENST00000367403', 'ENST00000340413']
CTU2	NM_001012759	['ENST00000453996', 'ENST00000567949']
ZNF555	NM_001172775	['ENST00000334241']
ZNF550	NM_001277093	['ENST00000457177']
ZNF551	NM_138347	['ENST00000282296']
MSX1	NM_002448	['ENST00000382723']
MSX2	NM_002449	['ENST00000239243']
HSD11B2	NM_000196	['ENST00000326152']
HSD11B1	NM_005525	['ENST00000367028']
ISYNA1	NM_016368	['ENST00000338128']
SHOX	NM_000451	['ENST00000381578']
SHOX	NM_006883	['ENST00000334060']
GTF2H5	NM_207118	['ENST00000607778']
GTF2H4	NM_001517	['ENST00000413314', 'ENST00000480149', 'ENST00000539324', 'ENST00000494704', 'ENST00000376326', 'ENST00000440824', 'ENST00000459745', 'ENST00000484029', 'ENST00000472251', 'ENST00000493326', 'ENST00000464084', 'ENST00000475673', 'ENST00000456968', 'ENST00000434226', 'ENST00000477288', 'ENST00000469311', 'ENST00000469489']
CACNG1	NM_000727	['ENST00000226021']
ALDH1B1	NM_000692	['ENST00000377698']
KAT6A	NM_006766	['ENST00000265713', 'ENST00000485568']
COX7A2L	NM_004718	['ENST00000378669']
DBX1	NM_001029865	['ENST00000524983', 'ENST00000227256']
RPL36	NM_033643	['ENST00000347512']
RPL31	NM_001098577	['ENST00000409028']
TARBP1	NM_005646	['ENST00000040877']
ATF4	NM_001675	['ENST00000337304']
ATF6	NM_007348	['ENST00000367942']
ATF1	NM_005171	['ENST00000262053']
ATF3	NM_001674	['ENST00000465155', 'ENST00000341491']
SMARCC2	NM_003075	['ENST00000394023']
SMARCC2	NM_001130420	['ENST00000394023']
SMARCC1	NM_003074	['ENST00000254480']
RYK	NM_001005861	['ENST00000427044']
BUB1B	NM_001211	['ENST00000412359', 'ENST00000287598']
TMCO1	NM_019026	['ENST00000367881']
CTTNBP2	NM_033427	['ENST00000160373']
TMCO3	NM_017905	['ENST00000434316', 'ENST00000474393']
PSPC1	NM_001042414	['ENST00000338910']
SUMO4	NM_001002255	['ENST00000326669']
ABHD12	NM_001042472	['ENST00000339157']
PPWD1	NM_015342	['ENST00000261308']
KIAA0319	NM_014809	['ENST00000535378']
EEF2K	NM_013302	['ENST00000263026']
BLOC1S6	NM_012388	['ENST00000220531', 'ENST00000568816']
SDF4	NM_016176	['ENST00000263741', 'ENST00000494748', 'ENST00000403997']
LHX4	NM_033343	['ENST00000263726']
LHX6	NM_014368	['ENST00000394319']
LHX8	NM_001001933	['ENST00000294638']
LHX9	NM_020204	['ENST00000367387']
MIB1	NM_020774	['ENST00000261537']
MIB2	NM_080875	['ENST00000487053', 'ENST00000357210', 'ENST00000504599']
PTGER3	NM_001126044	['ENST00000414819']
NADK2	NM_001085411	['ENST00000397338']
B3GALT6	NM_080605	['ENST00000379198']
SLC38A3	NM_006841	['ENST00000541861', 'ENST00000420502']
SLC38A8	NM_001080442	['ENST00000299709']
STK4	NM_006282	['ENST00000372806']
CSF3R	NM_000760	['ENST00000373106']
OCA2	NM_000275	['ENST00000354638', 'ENST00000353809']
CXCL11	NM_005409	['ENST00000306621']
CYP3A7	NM_000765	['ENST00000336374']
CYP3A4	NM_017460	['ENST00000354593']
CYP3A5	NM_000777	['ENST00000222982']
CXCL16	NM_022059	['ENST00000293778']
UBE4B	NM_006048	['ENST00000377157', 'ENST00000343090']
UBE4A	NM_004788	['ENST00000252108']
HCN1	NM_021072	['ENST00000303230']
HCN2	NM_001194	['ENST00000251287']
HCN4	NM_005477	['ENST00000261917']
MTREX	NM_015360	['ENST00000230640']
NTN1	NM_004822	['ENST00000173229']
YBX2	NM_015982	['ENST00000007699']
LRIT3	NM_198506	['ENST00000327908', 'ENST00000594814']
RAB3GAP2	NM_012414	['ENST00000358951']
DRP2	NM_001939	['ENST00000395209']
PIKFYVE	NM_015040	['ENST00000264380']
PEPD	NM_000285	['ENST00000244137']
UACA	NM_018003	['ENST00000322954']
TBC1D23	NM_001199198	['ENST00000394144']
ANKS3	NM_133450	['ENST00000591653', 'ENST00000304283']
TNFRSF8	NM_001243	['ENST00000263932']
ZIC3	NM_003413	['ENST00000287538']
ANKS6	NM_173551	['ENST00000375019', 'ENST00000375018', 'ENST00000444472']
ZIC1	NM_003412	['ENST00000282928']
TNFRSF4	NM_003327	['ENST00000497869', 'ENST00000379236']
TBC1D2B	NM_144572	['ENST00000300584']
GUCY2C	NM_004963	['ENST00000261170', 'ENST00000535803']
GUCY2D	NM_000180	['ENST00000254854']
SENP2	NM_021627	['ENST00000296257']
BICRAL	NM_015349	['ENST00000394168', 'ENST00000314073']
ZNF382	NM_001256838	['ENST00000292928']
CEP170B	NM_001112726	['ENST00000414716']
VASH1	NM_014909	['ENST00000554237', 'ENST00000167106']
USB1	NM_024598	['ENST00000219281']
INS	NM_000207	['ENST00000381330']
SELENBP1	NM_003944	['ENST00000368868', 'ENST00000474352']
WDFY4	NM_020945	['ENST00000325239', 'ENST00000374161', 'ENST00000265453', 'ENST00000360890']
WDFY3	NM_014991	['ENST00000426414', 'ENST00000322366']
GFPT1	NM_002056	['ENST00000357308']
GFPT1	NM_001244710	['ENST00000357308']
GFPT2	NM_005110	['ENST00000253778']
INA	NM_032727	['ENST00000369849']
ACP4	NM_033068	['ENST00000270593']
CEP85L	NM_001042475	['ENST00000368491']
ACP6	NM_016361	['ENST00000369238']
ACP7	NM_001004318	['ENST00000601575', 'ENST00000331256']
SDCCAG8	NM_006642	['ENST00000366541', 'ENST00000355875', 'ENST00000476722']
SNIP1	NM_024700	['ENST00000296215']
GLA	NM_000169	['ENST00000218516', 'ENST00000479445']
SLC2A13	NM_052885	['ENST00000380858', 'ENST00000465517', 'ENST00000280871']
CCT8L2	NM_014406	['ENST00000359963']
SLC2A10	NM_030777	['ENST00000359271']
ANKRD31	NM_001164443	['ENST00000274361']
EFHC2	NM_025184	['ENST00000420999']
FKBP10	NM_021939	['ENST00000321562', 'ENST00000489591']
GLS	NM_014905	['ENST00000320717']
B4GALNT1	NM_001478	['ENST00000341156']
NCOA2	NM_006540	['ENST00000452400']
NCOA3	NM_181659	['ENST00000372004']
NCOA1	NM_003743	['ENST00000406961']
NCOA6	NM_014071	['ENST00000374796', 'ENST00000359003']
COX20	NM_198076	['ENST00000411948']
TMEM18	NM_152834	['ENST00000432667', 'ENST00000281017']
NT5C3A	NM_016489	['ENST00000396152']
BSN	NM_003458	['ENST00000296452']
CISH	NM_013324	['ENST00000443053']
MECR	NM_016011	['ENST00000373791', 'ENST00000263702']
BSG	NM_001728	['ENST00000333511']
BSG	NM_198589	['ENST00000571735', 'ENST00000333511']
RIF1	NM_018151	['ENST00000243326']
ABCG1	NM_207174	['ENST00000343687']
GSG1	NM_001080555	['ENST00000337630']
SLC27A5	NM_012254	['ENST00000595851', 'ENST00000263093']
SLC27A4	NM_005094	['ENST00000300456']
SLC27A1	NM_198580	['ENST00000599380', 'ENST00000594962', 'ENST00000252595']
PRDM13	NM_021620	['ENST00000369214']
SREK1	NM_001077199	['ENST00000334121']
AK9	NM_001145128	['ENST00000355283', 'ENST00000424296']
AK9	NM_145025	['ENST00000285397', 'ENST00000532976']
ZNF638	NM_014497	['ENST00000264447', 'ENST00000487638']
TBCK	NM_001163435	['ENST00000467183']
AK2	NM_001625	['ENST00000354858']
AK2	NM_013411	['ENST00000373449']
TBCE	NM_003193	['ENST00000543662', 'ENST00000472011', 'ENST00000366601']
TBCD	NM_005993	['ENST00000571796', 'ENST00000355528', 'ENST00000576677', 'ENST00000539345']
AK7	NM_152327	['ENST00000555570', 'ENST00000267584']
ADCK5	NM_174922	['ENST00000529654']
NPNT	NM_001184691	['ENST00000379987']
OXTR	NM_000916	['ENST00000316793']
MME	NM_007289	['ENST00000460393']
SARS	NM_006513	['ENST00000234677']
CDIP1	NM_001199054	['ENST00000563332']
PABPN1	NM_004643	['ENST00000397276', 'ENST00000216727']
AP1S2	NM_003916	['ENST00000545766', 'ENST00000329235']
HNF4A	NM_175914	['ENST00000316099']
HNF4A	NM_000457	['ENST00000316099']
GEN1	NM_182625	['ENST00000381254']
ERF	NM_006494	['ENST00000222329']
ERG	NM_001243428	['ENST00000417133']
ZNF493	NM_001076678	['ENST00000392288']
HAND1	NM_004821	['ENST00000231121']
HAND2	NM_021973	['ENST00000359562']
SH2D3C	NM_001142533	['ENST00000420366']
PARM1	NM_015393	['ENST00000307428']
APOL5	NM_030642	['ENST00000249044']
CASKIN2	NM_020753	['ENST00000581870', 'ENST00000321617']
TRA2A	NM_013293	['ENST00000392502', 'ENST00000297071']
SLC24A4	NM_153646	['ENST00000532405']
PRSS12	NM_003619	['ENST00000296498']
SLC24A2	NM_020344	['ENST00000341998']
HLA-DRA	NM_019111	['ENST00000383259', 'ENST00000414698', 'ENST00000416883', 'ENST00000442960', 'ENST00000411524', 'ENST00000383127', 'ENST00000395388']
PRSS16	NM_005865	['ENST00000230582', 'ENST00000377456', 'ENST00000470870']
APOL3	NM_145640	['ENST00000397293']
AOAH	NM_001177506	['ENST00000431169']
AOAH	NM_001637	['ENST00000258749']
C3AR1	NM_004054	['ENST00000307637']
BTRC	NM_033637	['ENST00000370187']
BAAT	NM_001701	['ENST00000259407']
IL17RB	NM_018725	['ENST00000288167']
SCN1B	NM_001037	['ENST00000262631']
SCN1B	NM_199037	['ENST00000415950']
PET100	NM_001171155	['ENST00000594797']
EEPD1	NM_030636	['ENST00000242108']
SFTPD	NM_003019	['ENST00000372292']
FRYL	NM_015030	['ENST00000503339', 'ENST00000507711', 'ENST00000302806', 'ENST00000514783', 'ENST00000503238', 'ENST00000358350', 'ENST00000264319', 'ENST00000513401']
SFTPB	NM_198843	['ENST00000342375']
GRPEL1	NM_025196	['ENST00000264954', 'ENST00000504920']
IPMK	NM_152230	['ENST00000373935']
IMPDH1	NM_000883	['ENST00000338791']
ZXDC	NM_001040653	['ENST00000389709', 'ENST00000336332']
IFNLR1	NM_173064	['ENST00000327535']
ROR2	NM_004560	['ENST00000375708', 'ENST00000375715']
MTMR9	NM_015458	['ENST00000221086']
MTMR8	NM_017677	['ENST00000374852', 'ENST00000453546']
MTMR4	NM_004687	['ENST00000582390', 'ENST00000323456']
MTMR3	NM_021090	['ENST00000333027']
MTMR2	NM_016156	['ENST00000346299']
JAG1	NM_000214	['ENST00000423891', 'ENST00000254958']
HIGD2A	NM_138820	['ENST00000274787']
TRAIP	NM_005879	['ENST00000477546', 'ENST00000331456']
DND1	NM_194249	['ENST00000542735']
